periodo;per;directorio;secuencia_p;orden;hogar;regis;area;clase;fex_c18;dpto;pt;p6016;p3271;p6040;p6030s1;p6030s3;p6050;p6083;p6083s1;p6081;p6081s1;p2057;p2059;p2061;p6080;p6080s1;p6080s1a1;p6070;p6071;p6071s1;p3147s1;p3147s2;p3147s3;p3147s4;p3147s5;p3147s6;p3147s7;p3147s8;p3147s9;p3147s10;p3147s11;p3147s10a1;p6090;p6100;p6110;p6120;p1906s1;p1906s2;p1906s3;p1906s4;p1906s5;p1906s6;p1906s7;p1906s8;p6160;p6170;p3041;p3042;p3042s1;p3042s2;p3043;p3043s1;p3038;p3039;pob_may18;p4000;p4010;p4020;p4030s1;p4030s1a1;p4030s2;p4030s3;p4030s4;p4030s4a1;p4030s5;p70;p5000;p5010;p5020;p5030;p5040;p5050;p5070;p5080;p5090;p5090s1;p5100;p5110;p5130;p5140;p5222s1;p5222s2;p5222s3;p5222s4;p5222s5;p5222s6;p5222s7;p5222s8;p5222s9;p5222s10;p5222s8a1;p6008;ft;p3044s2;p6440;p6450;p6460;p6460s1;p6400;p6410;p6422;p6420s2;p6424s1;p6424s2;p6424s3;p6424s5;p6426;p6430;p6430s1;p3045s1;p3045s2;p3045s3;p3046;p3363;p9440;p6500;p3364;p3364s1;p6510;p6510s1;p6510s2;p6590;p6590s1;p6600;p6600s1;p6610;p6610s1;p6620;p6620s1;p6585s1;p6585s1a1;p6585s1a2;p6585s2;p6585s2a1;p6585s2a2;p6585s3;p6585s3a1;p6585s3a2;p6585s4;p6585s4a1;p6585s4a2;p6545;p6545s1;p6545s2;p6580;p6580s1;p6580s2;p6630s1;p6630s1a1;p6630s2;p6630s2a1;p6630s3;p6630s3a1;p6630s4;p6630s4a1;p6630s6;p6630s6a1;p6640;p6640s1;p1800;p1800s1;p1801s1;p1801s2;p1801s3;p1802;p3047;p3048;p3049;p6765;p6765s1;p3051;p3051s1;p3052;p3052s1;p3053;p3365;p3365s1;p3054;p3054s1;p3055;p3055s1;p3056;p3057;p6760;p3058s1;p3058s2;p3058s3;p3058s4;p3058s5;p3059;p3061;p3062s1;p3062s2;p3062s3;p3062s4;p3062s5;p3062s6;p3062s7;p3062s8;p3062s9;p3063;p3063s1;p3064;p3064s1;p3065;p3066;p3067;p3067s1;p3067s2;p6775;p3068;p6750;p3073;p550;p6780;p6780s1;p1879;p1805;p6790;p6800;p6810;p6810s1;p6850;p6830;p6830s1;p3366;p3069;p6880;p6880s1;p6915;p6915s1;p6920;p6930;p6940;p6960;p6990;p9450;p7020;p760;p7026;p7028;p7028s1;p1880;p1880s1;p7040;p7045;p7050;p7070;p7075;p7077;p7090;p7100;p7110;p7120;p7130;p7140s1;p7140s2;p7140s3;p7140s4;p7140s5;p7140s6;p7140s7;p7140s8;p7140s9;p7150;p7160;p7170s1;p7170s5;p7170s6;p7180;p514;p515;p1881;p1882;p7240;oci;inglabo;rama2d_r4;rama4d_r4;oficio_c8;fft;dscy;dsi;p7250;p7280;p744;p3074;p7260;p1806;p7430;p7440s1;p7440s2;p7450;p7350;p7360;p9460;p1519;p1883;p7422;p7422s1;oficio1_c8;oficio2_c8;rama2d_d_r4;rama4d_d_r4;p7440;pet;p6240;p6240s1;p6240s2;p6250;p6260;p6260s1;p6260s1a1;p6260s2;p6270;p6280;p6290;p3362s1;p3362s2;p3362s3;p3362s4;p3362s5;p3362s6;p3362s7;p3362s8;p3362s7a1;p6300;p6310;p6310s1;p6320;p6330;p6340;p6350;p6351;p3373;p3373s1;p3373s2;p3373s3;p3373s3a1;p3373s3a2;p3374;p3374s1;p3374s2;p3374s3;p3375s1;p3376;p3377;p3378;p3378s1;p3379;p3380;p3381;p3382;p3382s1;p3382s2;p3382s3;p3383;p3384;p3384s1;p3384s2;p3384s3;p3385;p3386;p3386s1;p3375;p3076s1;p3076s1a1;p3076s1a2;p3076s2;p3076s2a1;p3076s2a2;p3076s3;p3076s3a1;p3076s3a2;p3077s1;p3077s1a1;p3077s1a2;p3077s2;p3077s2a1;p3077s2a2;p3077s3;p3077s3a1;p3077s3a2;p3078s1;p3078s1a1;p3078s1a2;p3078s2;p3078s2a1;p3078s2a2;p3078s3;p3078s3a1;p3078s3a2;p3079s1;p3079s1a1;p3079s1a2;p3079s2;p3079s2a1;p3079s2a2;p3079s3;p3079s3a1;p3079s3a2;p3081s1;p3081s1a1;p3081s1a2;p3081s2;p3081s2a1;p3081s2a2;p3081s3;p3081s3a1;p3081s3a2;p3082s1;p3082s1a1;p3082s1a2;p3082s2;p3082s2a1;p3082s2a2;p3082s3;p3082s3a1;p3082s3a2;p3083;p3083s1;p3084s2;p3085;p3086;p3086s1;p3087;p3087s1;p3088;p3089;p3089s1;p3089s2;p3089s3;p3091;p3091s1;p3091s2;p3092;p3092s1;p3092s2;p3093;p3093s1;p3093s2;p3094;p3094s1;p3094s2;p3094s3;p3095;p3095s1;p3095s2;p3095s3;p3096;p3096s1;p3096s2;p3096s3;p3097;p3097s1;p3097s2;p3098;p3098s1;p3098s2;p3099;p3099s1;p3099s2;p3101;p3101s1;p3101s2;p7495;p7500s1;p7500s1a1;p7500s2;p7500s2a1;p7500s3;p7500s3a1;p7505;p7510s1;p7510s1a1;p7510s2;p7510s2a1;p7510s3;p7510s3a1;p750s1;p750s1a1;p750s2;p750s2a1;p1661s1;p1661s1a1;p1661s2;p1661s2a1;p1661s3;p1661s3a1;p1661s4;p1661s4a1;p1661s4a2;p750s3;p750s3a1;p7510s5;p7510s5a1;p7510s6;p7510s6a1;p7510s7;p7510s7a1;p3367;p3368;p3369;p3370;p3370s1;p3371;p3371s1;p3371s2;p3371s3;p3371s4;p3372;p3372s1;mes;id_registro_original
20241252;2024;8038192;1;1;1;10;;2;1226,853271;15;1;1;1;36;7;1988;1;2;;3;;1;;1;6;;;3;1;2;;;;;;;;;;;1;;1;1;1;52000;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1;1;1;2;1;2;2;2;2;;1;1;4;3;2;1;3;2;1;5;1;;;30000000;100000;;;1;;;;;;;;;;4;1;510;1;2;1;;1;;1;;2;2;1;2;216;1;;2;1;1;1;2;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1300000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;46;;;46;;;;8;10;;1;;1;2;1;16;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;20;1;1;1300000;05;0510;9311;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;2;;;2;;;2;;;;2;;;;2;;;;2;;;2;;;2;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;50000;98;2;;2;;;;;2;;12;20
20241252;2024;8038192;1;2;1;10;;2;1226,853271;15;1;2;2;35;5;1989;2;2;;3;;1;;1;6;;;3;1;1;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;1;1;2;1;2;2;2;2;;1;1;4;3;2;1;3;2;1;5;1;;;30000000;100000;;;1;;;;;;;;;;4;1;141;2;;;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;7;;;;;;;;;;;;;2;;;;;;;;18000000;12;0;0;0;0;0;30000;0;3000000;0;1;30000;1;500000;;;2;;;2;;1000000;1;15000000;3;;6;2;12;30;2;;30;;;;1;8;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;1;2;1;1000000;01;0141;9212;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;1;7;3;2;;;2;;;1;3;1;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;2;;;;2;;;2;;;2;;;2;;;;2;;;;2;;;;2;;;2;;;2;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;;12;21
20241252;2024;8038192;1;3;1;10;;2;1226,853271;15;1;3;2;16;8;2008;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;;1;1;2;1;2;2;2;2;;1;1;4;3;2;1;3;2;1;5;1;;;30000000;100000;;;1;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;;;;;;;2;;2;;   .;   .;;   .;;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;2;;;;2;;;2;;;2;;;2;;;;2;;;;2;;;;2;;;2;;;2;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;;12;22
20241252;2024;8038193;1;1;1;10;;2;2265,762531;15;1;1;1;65;9;1959;1;3;;3;;1;;1;6;;;2;1;2;;1;;;;;1;;;;;;1;3;;;3;4;4;3;2;4;3;3;1;2;;3;4;;;;2;1;1;1;3;2;1;2;2;2;2;;1;1;2;2;2;1;4;1;1;5;6;;;;300000;;;;;;;;;;1;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;700;4;4;1;6;2;2;;2;;   .;8111;05;0510;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;2;;;2;;;2;;;;2;;;;2;;;;2;;;2;;;2;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;80000;99;2;;2;;;;;2;;12;24
20241252;2024;8038193;1;3;1;10;;2;2265,762531;15;1;1;2;9;8;2015;3;1;2;1;1;1;;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;;1;3;2;1;2;2;2;2;;1;1;2;2;2;1;4;1;1;5;6;;;;300000;;;;;;;;;;1;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;26
20241252;2024;8038196;1;1;1;10;;1;1901,885475;15;1;1;2;65;7;1959;1;3;;3;;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;2;1;4;1;2;1;1;1;1;1;1;4;1;1;1;1;1;1;3;1;;;80000000;300000;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;;;;;;;2;;2;;   .;   .;;   .;;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;1;2; .;    .;  .;1;;;;1;7;3;2;;;2;;;1;2;1;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;;;;2;;;2;;;;2;;;;2;;;;;;;2;;;2;;;2;;;2;;;;;;;1;2;;2;;1;960000;;;1;960000;;;;;1;960000;;;;;;2;;2;;2;;1;45000;0;2;;2;;;;;2;;12;34
20241252;2024;8038200;1;1;1;10;;2;1077,712612;15;1;1;2;75;11;1949;1;3;;3;;1;;1;6;;;5;;;;1;;1;;;1;;1;;;;1;3;;;4;4;4;3;4;4;4;4;2;2;;1;0;;;;1;2;1;1;1;2;1;1;2;2;2;;1;1;4;1;2;1;4;1;1;6;1;;;30000000;100000;;;;;;;;;;1;;;1;1;141;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;4;7;;;;;;;;;;;;;2;;;;;;;;460000;1;0;300000;0;0;0;180000;0;160000;0;1;5000;1;100000;;;2;;;2;;400000;1;4600000;3;;9;2;12;16;2;;16;;;;1;8;;2;;2;;;;2;2;1;0;120;4;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;3;15;3;1;400000;01;0141;6121;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;1;7;3;2;;;2;;;1;1;1;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;2;;;2;;;2;;;;1;30;1;45000;2;;;;2;;;2;;;2;;;2;;;2;;;;;;;1;1;3800000;2;;1;960000;;;1;960000;;;;;1;960000;;;;;;2;;2;;2;;1;17000;0;2;;2;;;;;2;;12;39
20241252;2024;8038205;1;1;1;10;;2;1158,701720;15;1;1;1;83;8;1941;1;3;;3;;1;;1;6;;;5;;;;;;;;;;;;;1;;1;3;;;3;4;3;3;3;4;4;4;1;2;;3;5;;;;2;1;1;1;3;2;1;2;2;2;2;;1;1;2;1;2;1;4;1;1;5;1;;;98;100000;;;;;;;;;;1;;;1;1;162;2;;;;;;;;;;;;350;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;6;;;;350000;350000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;350000;1;4100000;3;;5;1;12;26;2;;26;;;;2;8;;2;;2;;;;2;2;1;0;150;4;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;10;60;8;1;350000;01;0162;9212;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;1;7;3;2;;;2;;;1;7;1;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;2;;;2;;;1;4;10;30000;1;30;1;50000;2;;;;2;;;2;;;2;;;2;;;2;;;;;;;1;2;;2;;1;1780000;;;1;1780000;;;;;1;1780000;;;;;;2;;2;;2;;1;23000;0;2;;2;;;;;2;;12;51
20241252;2024;8038206;1;3;1;10;;2;1992,967721;15;1;3;1;14;10;2010;8;2;;3;;1;;1;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;;1;1;2;1;2;2;2;2;;1;1;4;3;3;1;4;1;1;5;6;;;;200000;;;;;;;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;54
20241252;2024;8038207;1;1;1;10;;1;2046,124871;15;1;1;1;47;5;1977;1;3;;2;;1;;1;6;;;3;1;2;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1;1;1;2;1;2;1;1;1;1;1;1;3;2;1;1;1;1;1;3;5;;;;200000;;;1;;;;;;;;;;5;1;141;2;;;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;7;;;;;;;;;;;;;2;;;;;;;;16000000;12;0;0;0;0;0;18000;0;3000000;0;1;60000;1;200000;;;2;;;2;;1000000;1;;3;;9;2;12;40;;;40;;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;2;11;20;2;1;1000000;01;0141;9212;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;1;2; .;    .;  .;1;;;;1;7;1;2;;;2;;;2;;;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;;;;2;;;1;7;1;120000;1;7;1;150000;2;;;;;;;2;;;2;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;;12;55
20241252;2024;8038207;1;2;1;10;;1;2046,124871;15;1;2;2;50;11;1974;2;3;;2;;1;;1;6;;;3;1;1;;;;;;;;;;;1;;1;3;;;4;2;4;4;4;4;4;4;1;2;;3;3;;;;1;2;1;1;1;2;1;2;1;1;1;1;1;1;3;2;1;1;1;1;1;3;5;;;;200000;;;1;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;;;;;;;2;;2;;   .;   .;;   .;;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;;2;15;15296;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;1;2; .;    .;  .;1;;;;1;7;3;2;;;2;;;1;3;1;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;;;;2;;;2;;;;2;;;;2;;;;;;;2;;;2;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;;12;56
20241252;2024;8038207;1;4;1;10;;1;2046,124871;15;1;4;2;17;11;2007;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;;;;1;1;2;1;2;1;1;1;1;1;1;3;2;1;1;1;1;1;3;5;;;;200000;;;1;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;;;;;;;2;;2;;   .;   .;;   .;;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;;2;15;15759;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;1;2; .;    .;  .;1;;;;1;7;1;2;;;2;;;1;1;1;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;2;;;;2;;;;;;2;;;2;;;;2;;;;2;;;;;;;2;;;2;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;;12;58
20241252;2024;8038209;1;2;1;10;;1;1309,127827;15;1;2;2;52;10;1972;6;3;;3;;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;415;5;415;1;2;1;2;1;4;1;2;1;1;1;1;1;1;5;2;1;1;1;1;1;3;1;;;90000000;300000;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;240;0;3;1;10;2;2;;2;;   .;4120;85;8530;;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;1;2; .;    .;  .;1;;;;1;7;2;2;;;2;;;1;1;1;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;;;;2;;;2;;;;2;;;;2;;;;;;;2;;;2;;;2;;;1;2;;1;200000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;;12;63
20241252;2024;8038211;1;1;1;10;;2;1091,932331;15;1;1;1;74;6;1950;1;3;;3;;1;;1;6;;;3;1;2;;;;1;;;;;1;;;;1;3;;;4;4;4;3;3;4;4;4;2;2;;1;0;;;;2;1;1;1;3;2;1;2;2;2;2;;1;1;3;1;3;1;4;1;1;5;6;;;;100000;;;;;;;;;;1;;;2;1;141;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;4;7;;;;;;;;;;;;;2;;;;;;;;6800000;12;0;300000;0;0;0;500000;0;600000;0;1;5000;1;150000;;;2;;;2;;500000;1;6000000;3;;9;2;12;15;2;;15;;;;2;8;;2;;2;;;;2;2;1;0;120;4;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;10;30;8;1;500000;01;0141;9212;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;2;;;2;;;2;;;;2;;;;2;;;;1;15;1;2;;;2;;;2;;;2;;;;;;;1;2;;2;;1;960000;;;;;;;;;;;;;;1;960000;2;;2;;1;5000000;1;30000;0;2;;2;;;;;2;;12;65
20241252;2024;8038215;1;1;1;10;;2;1471,814568;15;1;1;1;54;12;1970;1;3;;3;;1;;1;6;;;3;1;2;;1;1;1;;;;;;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;4;;;;2;1;1;1;1;1;1;2;2;2;2;;1;1;3;3;2;1;4;4;1;5;1;;;98;200000;;;;;;;;;;1;;;4;1;4111;1;1;;;1;;2;;2;2;2;2;60;1;;9;9;9;2;1;2;800000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;;2;9;;2;;2;;;;2;2;1;12;12;1;;11;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;2;1;11;20;3;1;800000;41;4111;9313;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1; .;    .;  .;;;1;;;;;2;;;;;;;2; .;    .;  .;2;2; .;    .;  .;2;;;;1;1;2;2;;;2;;;2;;;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;2;;;;2;;;2;;;2;;;1;16;3;60000;1;4;1;50000;2;;;;2;;;2;;;2;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9000;0;2;;2;;;;;2;;12;71
